V1,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,V10,ppm.1,Intensity.1,Width.1,Area.1,Type.1,Flags.1,Impurity/Compound.1,Annotation.1,V19,ppm.2,Intensity.2,Width.2,Area.2,Type.2,Flags.2,Impurity/Compound.2,Annotation.2,V28,ppm.3,Intensity.3,Width.3,Area.3,Type.3,Flags.3,Impurity/Compound.3,Annotation.3,V37,ppm.4,Intensity.4,Width.4,Area.4,Type.4,Flags.4,Impurity/Compound.4,Annotation.4,V46,ppm.5,Intensity.5,Width.5,Area.5,Type.5,Flags.5,Impurity/Compound.5,Annotation.5,V55,ppm.6,Intensity.6,Width.6,Area.6,Type.6,Flags.6,Impurity/Compound.6,Annotation.6,V64,ppm.7,Intensity.7,Width.7,Area.7,Type.7,Flags.7,Impurity/Compound.7,Annotation.7,V73,ppm.8,Intensity.8,Width.8,Area.8,Type.8,Flags.8,Impurity/Compound.8,Annotation.8,V82,ppm.9,Intensity.9,Width.9,Area.9,Type.9,Flags.9,Impurity/Compound.9,Annotation.9,V91,ppm.10,Intensity.10,Width.10,Area.10,Type.10,Flags.10,Impurity/Compound.10,Annotation.10,V100,ppm.11,Intensity.11,Width.11,Area.11,Type.11,Flags.11,Impurity/Compound.11,Annotation.11,source,V109,ppm.12,Intensity.12,Width.12,Area.12,Type.12,Flags.12,Impurity/Compound.12,Annotation.12,v
22,3.6,0,155.49,23.66,Compound,None,NA,NA,45,2.45,0,1.37,0.16,Artifact,Weak,NA,NA,68,1.33,0,0.92,0.11,Impurity,Weak,NA,NA,91,-0.81,0,0.43,0.04,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//86.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.55,0,0.53,0.05,Impurity,Weak,NA,NA,46,2.44,0,1.78,0.22,Artifact,Weak,NA,NA,69,1.3,0,2.3,0.2,Artifact,Weak,NA,NA,92,-2.86,0,0.7,0.05,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//86.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10.54,0,0.52,0.05,Artifact,Weak,NA,NA,29,2.93,0,17.23,4.83,Compound,None,NA,NA,57,1.5,0,4.99,3.37,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,10.42,0,1.36,0.11,Artifact,Weak,NA,NA,30,2.77,0,21.14,8.68,Compound,None,NA,NA,58,1.49,0,5.13,1.62,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7.64,0,75.4,12.2,Compound,None,NA,NA,31,2.68,0.1,1.58,1.59,Solvent,Weak + C13_Sat,NA,NA,59,1.47,0,1.78,0.19,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7.22,0.1,16.24,11.47,Compound,None,NA,NA,32,2.67,0.3,2.32,8.34,Solvent,Weak + C13_Sat,NA,NA,60,1.35,0,2.59,0.78,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7.1,0.1,18.71,14.27,Compound,None,NA,NA,33,2.67,0.4,2.26,11.9,Solvent,Weak + C13_Sat,NA,NA,61,1.34,0,6.34,0.8,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7.08,0,6.74,0.95,Impurity,None,NA,NA,34,2.66,0.3,2.14,6.78,Solvent,Weak + C13_Sat,NA,NA,62,1.32,0,3.52,0.5,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6.99,0,20.49,3.15,Compound,None,NA,NA,35,2.66,0.1,1.56,1.69,Solvent,Weak + C13_Sat,NA,NA,63,1.3,0,4.22,1.1,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6.97,0,11.26,3.55,Compound,None,NA,NA,36,2.63,0,59.73,21.05,Artifact,Weak,NA,NA,64,1.28,0,1.89,0.37,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6.97,0,10.13,3,Compound,None,NA,NA,37,2.58,0.1,101.51,190.92,Artifact,Weak,NA,NA,65,1.24,0.1,10.71,20.34,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6.96,0,5.88,1.38,Compound,None,NA,NA,38,2.51,20.9,1.86,478.91,Solvent,None,NA,NA,66,1.23,0.2,3.04,7.41,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6.53,0,2.73,0.22,Artifact,Weak,NA,NA,39,2.5,52.1,2.09,1390.38,Solvent,None,NA,NA,67,1.22,0,1.04,0.07,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6.52,0.1,2.02,1.84,Compound,None,NA,NA,40,2.5,76.2,2.12,2022.36,Solvent,None,NA,NA,68,1.15,0.1,3.99,2.37,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5.26,0,5.1,0.47,Artifact,Weak,NA,NA,41,2.5,50.9,2.05,1249.05,Solvent,None,NA,NA,69,1.11,0,1.69,0.7,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5.12,0,1.44,0.15,Impurity,Weak,NA,NA,42,2.49,18.2,1.68,302.86,Solvent,None,NA,NA,70,1.08,0,1.8,0.45,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4.31,0,1.3,0.15,Artifact,Weak,NA,NA,43,2.43,0,1.61,0.22,Artifact,Weak,NA,NA,71,1.05,0.4,3.7,16.78,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4.02,0,15.65,3.28,Compound,None,NA,NA,44,2.34,0.1,1.51,1.63,Solvent,Weak + C13_Sat,NA,NA,72,1.03,0.4,4.02,18.44,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,3.95,0,12.21,3.17,Compound,None,NA,NA,45,2.33,0.3,2.38,8.16,Solvent,Weak + C13_Sat,NA,NA,73,1.02,0,3.51,2.02,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3.55,0,9,2.48,Compound,None,NA,NA,46,2.33,0.4,2.17,11.3,Solvent,Weak + C13_Sat,NA,NA,74,1,0,2.82,0.85,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3.51,0.5,3.02,19.95,Compound,None,NA,NA,47,2.32,0.3,2.01,6.22,Solvent,Weak + C13_Sat,NA,NA,75,0.89,0,5.17,1.16,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3.48,0.1,7.41,5.71,Artifact,Weak,NA,NA,48,2.32,0.1,1.78,1.95,Solvent,Weak + C13_Sat,NA,NA,76,0.87,0,9.23,3.27,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3.46,0,2.01,0.34,Artifact,Weak,NA,NA,49,2.23,0,3.5,1.6,Compound,None,NA,NA,77,0.85,0,2.52,0.64,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3.45,0,2.01,0.46,Artifact,Weak,NA,NA,50,2.21,0.1,2.51,2.61,Compound,None,NA,NA,78,0.85,0,5.39,1.78,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.45,0,3.8,2.12,Artifact,Weak,NA,NA,51,2.19,0,2.51,1.26,Compound,None,NA,NA,79,0.83,0,24.26,14.89,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3.42,0.2,121.32,256.27,Artifact,Weak,NA,NA,52,2.18,0,1.17,0.12,Artifact,Weak,NA,NA,80,0.07,0.1,2.43,2.04,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3.42,0.1,8.53,14.72,Artifact,Weak,NA,NA,53,2.08,0,2.7,0.25,Artifact,Weak,NA,NA,81,-0.09,0,2.37,0.19,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3.41,0.1,5.58,4,Artifact,Weak,NA,NA,54,1.91,0.1,1.59,1.38,Compound,None,NA,NA,82,-2.58,0,0.71,0.07,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,3.39,0,5.06,2.63,Artifact,Weak,NA,NA,55,1.54,0,4.09,0.95,Compound,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,3.38,0.3,30.24,76.12,Artifact,Weak,NA,NA,56,1.52,0.1,6.72,4.91,Compound,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//87.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10.2,0,0.65,0.05,Impurity,Weak,NA,NA,26,3.44,0,0.49,0.04,Artifact,Weak,NA,NA,51,2.34,0.1,1.2,1.83,Solvent,Weak + C13_Sat,NA,NA,76,1.15,0,3.34,1.76,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9.26,0,0.42,0.02,Artifact,Weak,NA,NA,27,3.44,0,0.72,0.11,Artifact,Weak,NA,NA,52,2.33,0.3,1.4,5.59,Solvent,Weak + C13_Sat,NA,NA,77,1.12,0,0.56,0.06,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,8.25,0,0.56,0.04,Artifact,Weak,NA,NA,28,3.42,0,4.19,1.97,Artifact,Weak,NA,NA,53,2.33,0.4,1.51,8.62,Solvent,Weak + C13_Sat,NA,NA,78,1.12,0,0.53,0.03,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7.72,0,0.59,0.04,Artifact,Weak,NA,NA,29,3.41,0,3.79,0.79,Artifact,Weak,NA,NA,54,2.32,0.3,1.39,5.73,Solvent,Weak + C13_Sat,NA,NA,79,1.08,0.1,1.23,0.89,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
